"gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000152953",349.929748373122,3.60765680462117,0.511207487971641,7.05712824930549,1.6997873401767e-12,3.18739546659989e-10
"ENSG00000168993",1959.02239949011,3.32166363455801,0.470948444364371,7.05313644053159,1.74929168299446e-12,3.22515039418105e-10
"ENSG00000141744",418.423885773701,5.03013954285953,0.714245280351893,7.0425940236963,1.88693419122656e-12,3.44546925878773e-10
"ENSG00000131096",61.0572005885677,3.88075117321057,0.553443246811639,7.01201287678076,2.34913577085119e-12,4.24857983699658e-10
"ENSG00000143178",490.633206681743,-1.82301602601909,0.260051415142628,-7.01021382644365,2.37954177148012e-12,4.26297153211391e-10
"ENSG00000075275",11025.0275221339,3.15977579929634,0.451242051142073,7.00239658803761,2.51620602611752e-12,4.431345526854e-10
"ENSG00000278570",158.496703541495,3.48741563195203,0.498047508212172,7.00217464087053,2.52019650816341e-12,4.431345526854e-10
"ENSG00000175302",213.108065887165,5.79533637764001,0.831729521138671,6.96781373072579,3.21904029524936e-12,5.60821790887938e-10
"ENSG00000100867",2310.45113483409,4.58642376353501,0.659357415934674,6.95589926297183,3.50320130197152e-12,5.95624691135571e-10
"ENSG00000129514",4113.72883079403,4.6018466801853,0.661401338998712,6.95772204990087,3.45818630592446e-12,5.95624691135571e-10
"ENSG00000188833",531.846515908662,3.76082489773381,0.540697251316012,6.95550955470973,3.51289970548625e-12,5.95624691135571e-10
"ENSG00000121753",3085.71309308138,2.81289878433662,0.405084321216539,6.94398335608003,3.81195433457552e-12,6.40610732863621e-10
"ENSG00000163064",1461.95235204529,-4.60708313411107,0.663850216221561,-6.93994371250374,3.92256200715256e-12,6.53416250138835e-10
"ENSG00000213145",3169.03467746029,2.96920793371282,0.429041783083596,6.92055657696697,4.49872600659015e-12,7.4287658143606e-10
"ENSG00000168589",26.4007444935162,3.29953866200966,0.47701395754679,6.91706942702198,4.61082155301073e-12,7.54823286997188e-10
"ENSG00000160182",1003.34847319973,8.12685949724323,1.17528641122076,6.914790658391,4.68554776600691e-12,7.60500445098045e-10
"ENSG00000099622",8949.46252494756,1.65428808507133,0.239430417731604,6.90926449840533,4.8717288625431e-12,7.84018060166894e-10
"ENSG00000103528",1201.00512113739,2.74423773454024,0.39746568564648,6.90433874832922,5.04378128446305e-12,8.00844504669958e-10
"ENSG00000173890",462.396111543714,1.7521251837677,0.253789016332831,6.90386530152227,5.06062878148472e-12,8.00844504669958e-10
"ENSG00000197496",1597.00452385604,2.20953712868443,0.320381904575419,6.89657279992947,5.327207136608e-12,8.36063334910627e-10
"ENSG00000164626",1994.59338636839,-3.29178038097295,0.478439603821034,-6.88024225980315,5.9750859663815e-12,9.30056413947416e-10
"ENSG00000100302",5578.99364741328,-4.82687925302795,0.703122178709217,-6.86492248315802,6.65273681396882e-12,1.01883445239732e-09
"ENSG00000148513",127266.57868991,7.85468751075922,1.14409326032413,6.86542590814136,6.62931655738633e-12,1.01883445239732e-09
"ENSG00000163040",2417.61330364253,3.54911505213796,0.519065946399277,6.83750316652039,8.05853080442865e-12,1.2242519998088e-09
"ENSG00000152076",1918.4157686337,4.01966971093814,0.593322008902321,6.77485353758367,1.24532351954173e-11,1.87688044730933e-09
"ENSG00000094755",6184.55100112592,-2.43874662481897,0.360302943812392,-6.76860033119466,1.30034200729711e-11,1.94436966287969e-09
"ENSG00000119900",2519.20756868599,-1.76033521483167,0.260159622164335,-6.76636597250177,1.32057256324998e-11,1.95919320125915e-09
"ENSG00000103534",4503.63677636173,5.06289912869704,0.748783815144664,6.76149647775025,1.36573638032346e-11,2.01049099708082e-09
"ENSG00000064787",1164.52541096214,2.86097349956153,0.423274940920938,6.7591374375643,1.38815668903677e-11,2.0277765788314e-09
"ENSG00000056487",118.758016879553,4.67201342715167,0.691359411528226,6.7577201514106,1.4017994958328e-11,2.03207423098206e-09
"ENSG00000135912",3192.06481135887,-2.39170283570409,0.354119599431086,-6.75394087067335,1.43882407524754e-11,2.05729600892388e-09
"ENSG00000185133",2586.56079084226,3.4913086730716,0.516944851265402,6.75373526697366,1.44086555653963e-11,2.05729600892388e-09
"ENSG00000139629",9557.09524742787,2.4230440090439,0.360598035189746,6.71951528457137,1.82330059210308e-11,2.58391628686846e-09
"ENSG00000086548",446.743865894438,4.72901452860536,0.705639649364428,6.70174150909009,2.05950121201977e-11,2.8970317049078e-09
"ENSG00000137501",1951.94341368888,2.52328657025608,0.376702860454003,6.69834725230122,2.10789895652116e-11,2.943308910613e-09
"ENSG00000109906",2628.41433012056,4.05257917067334,0.605722176502166,6.69049166083957,2.22422034658271e-11,3.08306163369384e-09
"ENSG00000164855",6469.28350087313,3.06825093953114,0.45913379759573,6.68269457748078,2.34588169540375e-11,3.22813720258821e-09
"ENSG00000007402",684.102309622242,2.47237124790253,0.370521449887896,6.67268048489653,2.51172854729796e-11,3.37465485154112e-09
"ENSG00000105695",47.0304072888605,4.49330168556498,0.673456680721578,6.67199808716815,2.52343859356945e-11,3.37465485154112e-09
"ENSG00000109654",1993.67389745485,-1.59330843458392,0.238800480071046,-6.67213246016045,2.52112851537644e-11,3.37465485154112e-09
"ENSG00000255753",41.4774803311177,-2.50554036958127,0.375354702270112,-6.67512716486027,2.47017880216058e-11,3.37465485154112e-09
"ENSG00000188153",2009.86385713025,2.44272081267994,0.366582254522031,6.66349988999027,2.6738224693945e-11,3.55076144711899e-09
"ENSG00000124493",660.58789624464,4.0360655607824,0.605795378392557,6.66242382286221,2.69347938587902e-11,3.55202594012795e-09
"ENSG00000115257",1428.2092108478,2.92726416378757,0.440772387554741,6.64121493641439,3.11107970568931e-11,4.07444162834758e-09
"ENSG00000170500",1267.48640483532,3.48221402309017,0.525226521967725,6.62992799762718,3.35850654064412e-11,4.33864212291372e-09
"ENSG00000188763",172.6679650492,-4.0189953759204,0.606189663384507,-6.6299305624602,3.35844818495111e-11,4.33864212291372e-09
"ENSG00000176058",2924.8499667769,2.28665674197896,0.345154675059264,6.62502033787121,3.47200372435581e-11,4.45495613010249e-09
"ENSG00000138083",281.397802918681,-5.02216820001893,0.759913411113229,-6.60886901925016,3.87267162694211e-11,4.93570699299535e-09
"ENSG00000197320",74.8504619374067,-5.16499345843577,0.781735855348175,-6.60708271611176,3.91967061201371e-11,4.96230299480936e-09
"ENSG00000172602",1845.68836335047,2.9928085221916,0.45425979056558,6.58831924891564,4.44833356419975e-11,5.59429499232803e-09
"ENSG00000111319",3241.91554739907,2.41896748124153,0.368699127513928,6.56081693914547,5.35137839240133e-11,6.68570234682245e-09
"ENSG00000121005",1342.06136476084,-4.15690847470083,0.633957418099405,-6.55707837154613,5.48721795623661e-11,6.81060581627015e-09
"ENSG00000133019",1030.30738263016,-3.01875211040018,0.461854981066655,-6.53614713308572,6.31238190561947e-11,7.7839047005009e-09
"ENSG00000134760",750.752738659923,-6.72051448308241,1.02882769471635,-6.53220604149391,6.48079124438845e-11,7.94001456328624e-09
"ENSG00000198944",118.423562052446,4.42217481831307,0.677419849075745,6.52796758811626,6.66681183481537e-11,8.1155613296887e-09
"ENSG00000090534",183.058596281856,3.69509228076831,0.566701556595253,6.52034962276873,7.01436989770669e-11,8.48426015015606e-09
"ENSG00000233622",1031.60272990354,4.43278392701343,0.681128058550414,6.50800370263315,7.61560416816262e-11,9.15318500970938e-09
"ENSG00000111716",3253.23875303394,-3.39528788280036,0.52187592965931,-6.50592926371766,7.72145558588399e-11,9.22204035068787e-09
"ENSG00000005513",1274.35191589346,-4.19448533654064,0.645648978275442,-6.49654142990252,8.21874901801239e-11,9.74645804250169e-09
"ENSG00000130005",1687.9032321373,2.88066135425039,0.443470015390063,6.4957297095197,8.26318980959859e-11,9.74645804250169e-09
"ENSG00000169347",776.259452724458,2.50455819733106,0.386134041406591,6.48624034339882,8.8004741781044e-11,1.03161113976668e-08
"ENSG00000182175",4131.34224446667,-2.99162410726993,0.462511744646282,-6.46821219547161,9.91691766409148e-11,1.15535132785949e-08
"ENSG00000178467",3371.88199518875,1.69070522257864,0.261495469060399,6.46552396740814,1.0094840123537e-10,1.16890862162176e-08
"ENSG00000111057",21796.5958632473,2.31858610833564,0.359641419609896,6.44693848347783,1.14132084633761e-10,1.30564354650309e-08
"ENSG00000135540",871.249520132801,-2.15610475936563,0.334424685769109,-6.44720575697643,1.13931070018779e-10,1.30564354650309e-08
"ENSG00000138449",2956.8391436861,3.6191861212594,0.562216202469368,6.4373564926859,1.21572172576614e-10,1.38242847738318e-08
"ENSG00000160339",61.0089558500936,4.54813154315937,0.70875828860443,6.41704177049527,1.38947808907531e-10,1.57060648282977e-08
"ENSG00000256673",84.1850314404876,-2.23955948873542,0.349186819856042,-6.4136426731648,1.42083017817421e-10,1.59654231263481e-08
"ENSG00000099812",1587.29868621512,3.32397863195187,0.518690284311772,6.40840735307452,1.47047591392914e-10,1.64260809444202e-08
"ENSG00000134874",695.069737802703,-2.0305957861446,0.317247689015897,-6.40066376036816,1.54702923182847e-10,1.71801667324109e-08
"ENSG00000165140",1366.27441490507,3.21747984490941,0.502940529731785,6.3973365730244,1.58110558682913e-10,1.74565087755147e-08
"ENSG00000197375",1517.26607813343,2.18611559664325,0.342180306421289,6.38878262605716,1.67211549846345e-10,1.83546088530757e-08
"ENSG00000111247",690.613772909104,-2.44449461837784,0.38314855287895,-6.38001788081957,1.77067308337908e-10,1.93247596858441e-08
"ENSG00000181444",2991.25457318274,2.3871495850199,0.374630872341141,6.37200444827769,1.86573473912557e-10,2.0245887254854e-08
"ENSG00000156219",539.491868242099,-2.08465734245994,0.327353024028675,-6.36822387282216,1.91229661877351e-10,2.06332459036983e-08
"ENSG00000232177",1617.3979794085,-4.56494045400334,0.717399967366925,-6.3631734898986,1.97627247690821e-10,2.12030589471677e-08
"ENSG00000110148",126.333391647937,-4.81906589403208,0.757768379398157,-6.35954999581736,2.02345664114248e-10,2.15873267501661e-08
"ENSG00000150556",453.687329008224,3.19719714622514,0.502876016623579,6.35782387812375,2.04631894582346e-10,2.17092719447975e-08
"ENSG00000225972",3081.75218911789,-6.4637041413286,1.01695861492166,-6.3559165992478,2.07187421406772e-10,2.18582729584144e-08
"ENSG00000214376",205.100051430315,-3.96354359592483,0.625251385450073,-6.33912005340343,2.31081128347374e-10,2.42443681067218e-08
"ENSG00000140511",1749.38884831646,-2.55615783521429,0.403298294073896,-6.33813202975245,2.32567499062625e-10,2.42662461934024e-08
"ENSG00000179799",42.6585219051525,-3.7145947469897,0.586896159796659,-6.3292197179765,2.4640403415094e-10,2.55694678061549e-08
"ENSG00000106462",1592.75840712983,-1.49139217922327,0.235973425221415,-6.32017006925206,2.61275595587607e-10,2.69301424751722e-08
"ENSG00000213983",12639.9326888675,1.64063650585673,0.259613511751228,6.31953435239091,2.62352625482193e-10,2.69301424751722e-08
"ENSG00000091947",1632.95522202187,3.05663926221078,0.484294224694102,6.31153358093723,2.76283833775952e-10,2.82076881903512e-08
"ENSG00000120254",629.20737514345,-1.95746267574546,0.310586498070644,-6.30247189721762,2.92935667193237e-10,2.97478519786073e-08
"ENSG00000099864",2350.59193900827,1.77544145529962,0.281917956052621,6.29772391996281,3.02047853608582e-10,3.03596629344178e-08
"ENSG00000146090",94.5504091603769,-3.52536364516731,0.559788786234031,-6.29766749863663,3.02157782759609e-10,3.03596629344178e-08
"ENSG00000004838",578.532958103408,3.12809542252409,0.497650265598516,6.28573043915083,3.26315730105569e-10,3.26143984984461e-08
"ENSG00000142235",850.864352900536,2.26317707977533,0.360118249476902,6.28453871211125,3.28828591231105e-10,3.26870669797301e-08
"ENSG00000214776",220.853714202818,-2.15425786652196,0.34282954875178,-6.28375784516089,3.30485353349562e-10,3.26870669797301e-08
"ENSG00000143013",5333.1069030793,-3.13949107030164,0.50014409428355,-6.27717313107319,3.44784094164218e-10,3.39246111304585e-08
"ENSG00000173210",810.210624829422,3.23587244870171,0.515583243026466,6.27613967767297,3.47082404907257e-10,3.39747158205609e-08
"ENSG00000270388",153.348259626225,-4.36197915353965,0.695512291146424,-6.27160613703853,3.57342580339312e-10,3.47996697468899e-08
"ENSG00000147889",2080.47334246203,-3.96350410585964,0.632097372283879,-6.27040117496265,3.60119053486658e-10,3.4891126661794e-08
"ENSG00000179455",331.581173226145,-2.83940527599859,0.452890647289064,-6.26951625738983,3.62171482151997e-10,3.49118601323169e-08
"ENSG00000157766",681.631486169819,-3.24184982133186,0.517704247489048,-6.2619726167119,3.8013770413764e-10,3.64586616241101e-08
"ENSG00000176597",422.430335673266,-1.83298944791779,0.293177550377147,-6.25214804325847,4.04845348104328e-10,3.86332319623175e-08
"ENSG00000183340",388.835985663874,-2.31335183310964,0.370751106023222,-6.23963568962285,4.3859115844072e-10,4.16442304939463e-08
"ENSG00000158164",76.1756344067222,-4.41657681679108,0.708956044800466,-6.22969061224962,4.67357210260359e-10,4.41547931484787e-08
"ENSG00000188747",3323.27292644105,1.78150790316829,0.286092500554521,6.22703461193587,4.75346137824703e-10,4.46872433529263e-08
"ENSG00000127663",11050.3818284077,2.17161481932296,0.349000470306522,6.2223836472646,4.89657893661712e-10,4.58059280819503e-08
"ENSG00000205517",4008.55412806492,3.51190021870264,0.565494551397162,6.21031663351277,5.2877946140658e-10,4.92231469221125e-08
"ENSG00000019169",153.357910021652,-4.13586413651979,0.666672231663196,-6.20374441905544,5.513530116432e-10,5.08261829665261e-08
"ENSG00000141449",1761.13051213642,3.76351916707979,0.606641888295483,6.20385640967585,5.5096059668975e-10,5.08261829665261e-08
"ENSG00000133055",80.671256222272,-3.74901913105355,0.606764610721884,-6.17870433576086,6.46298011804395e-10,5.92908176046641e-08
"ENSG00000184956",1282.05440128172,4.70405350597159,0.761645404917679,6.17617263309035,6.56741758143163e-10,5.99592595535513e-08
"ENSG00000012171",4803.65411544012,3.08491317298146,0.50030604178678,6.16605220669349,7.00159765922839e-10,6.33144474041653e-08
"ENSG00000166780",1074.80723870737,2.36146273857479,0.382956551946207,6.1663985811803,6.98628534738366e-10,6.33144474041653e-08
"ENSG00000089847",683.528928978048,2.63486200405622,0.427540518643677,6.16283577616227,7.14536019465933e-10,6.43082417519339e-08
"ENSG00000110427",663.02500082618,-3.3754008829468,0.549527177340746,-6.1423729746742,8.12976859853035e-10,7.28227857009864e-08
"ENSG00000067715",2996.4397228539,4.58260339324497,0.746301810730113,6.14041575051489,8.23057786730011e-10,7.33796590140982e-08
"ENSG00000184599",93.1417825516657,-3.68847153552037,0.600975311600243,-6.13747597334559,8.38428951440151e-10,7.44007747095723e-08
"ENSG00000113719",8435.82223396926,1.71715454352782,0.279870286405163,6.13553716467754,8.48719208032971e-10,7.46302487091156e-08
"ENSG00000160460",508.322490705994,2.94510294656896,0.480009632503746,6.13550801305218,8.48874866833542e-10,7.46302487091156e-08
"ENSG00000172243",808.684758594989,-1.65889987542453,0.271027642927845,-6.1207774140816,9.31199081496949e-10,8.14906477310003e-08
