"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0170039","proteinogenic amino acid metabolic process","30/1319","154/14562",0.194805194805195,2.15068479662869,4.53043281920388,4.50564764875187e-05,0.00693074623616831,0.00673336260078181,"TTC36/HGD/IVD/MCCC2/NAGS/ASL/HPD/SDSL/BCAT2/ALDH4A1/PRODH/FAH/PAH/GNMT/AMT/GLS2/GSTZ1/GLUL/QDPR/UCP2/AFMID/ASPG/NOXRED1/DDO/CLN3/RIMKLA/ADSS1/MRI1/MTHFR/NADSYN1",30
"GO:0048706","embryonic skeletal system development","25/1319","122/14562",0.204918032786885,2.26233236803838,4.4187033505805,8.07960512636479e-05,0.0113566406306377,0.0110332100883744,"SLC2A10/HOXB2/HOXB3/HOXB4/HOXB6/HOXB5/HOXC6/HOXC4/HOXC5/SMAD3/IFT140/PBX1/FUZ/HOXC9/BMP4/HOXD3/NDST1/HOXD4/DMRT2/WDR19/GLI3/GSC/HOXB8/SLC39A3/MKS1",25
"GO:0170033","L-amino acid metabolic process","30/1319","159/14562",0.188679245283019,2.08305319925043,4.33357862598764,8.34711683020604e-05,0.0113566406306377,0.0110332100883744,"TTC36/HGD/IVD/MCCC2/NAGS/ASL/HPD/SDSL/BCAT2/ALDH4A1/PRODH/FAH/PAH/GNMT/GLS2/GSTZ1/GLUL/QDPR/UCP2/AFMID/ASPG/NOXRED1/DDO/CLN3/RIMKLA/ADSS1/EGLN2/MRI1/MTHFR/NADSYN1",30
"GO:0030879","mammary gland development","26/1319","130/14562",0.2,2.20803639120546,4.36629668819961,8.99191377069983e-05,0.01175692725519,0.0114220967818863,"AR/XBP1/PGR/ESR1/GATA3/SLC22A4/AREG/BTRC/WNT7B/TGFB3/PRLR/ERBB4/ZNF703/FGF10/ATP7B/TBX3/SOCS2/FASN/NOTCH4/STAT5A/BMP4/NEURL1/MSX2/GLI3/ID2/ARHGAP35",26
"GO:1901605","alpha-amino acid metabolic process","33/1319","185/14562",0.178378378378378,1.96932975431838,4.18743502172621,0.000118121520232076,0.0147089416860419,0.014290039552888,"TTC36/HGD/IVD/MCCC2/NAGS/ASL/HPD/SDSL/BCAT2/ALDH4A1/PRODH/FAH/SARDH/PAH/GNMT/AMT/GLS2/GSTZ1/GLUL/QDPR/UCP2/AFMID/ASPG/NOXRED1/DDO/CLN3/RIMKLA/CRYM/ADSS1/EGLN2/MRI1/MTHFR/NADSYN1",33
"GO:0001676","long-chain fatty acid metabolic process","21/1319","98/14562",0.214285714285714,2.36575327629156,4.28120369394163,0.000151595235826775,0.0174836270271175,0.0169857034638012,"FAAH/CYP4F8/ACOT4/ELOVL2/ACSF2/CYP4Z1/ALOX15B/ACOT2/ELOVL5/MGLL/CYP2B6/GSTM2/ACOT1/GSTM4/GPX4/CYP4F12/CYP4F11/ASAH2/HSD17B4/DAGLA/CYP2A7",21
"GO:0120316","sperm flagellum assembly","14/1319","52/14562",0.269230769230769,2.97235668046889,4.49653760889907,0.000153775687045393,0.0174836270271175,0.0169857034638012,"BBOF1/BBS4/CFAP61/CFAP157/CFAP43/LRRC46/DNALI1/TPGS1/CFAP119/NEURL1/SPEF2/CFAP44/CFAP53/CFAP57",14
"GO:0048704","embryonic skeletal system morphogenesis","19/1319","85/14562",0.223529411764706,2.4678053784061,4.28315173083746,0.000172127557712121,0.0191537686560509,0.0186082804272431,"HOXB2/HOXB3/HOXB4/HOXB6/HOXB5/HOXC4/SMAD3/IFT140/FUZ/HOXC9/BMP4/HOXD3/NDST1/HOXD4/WDR19/GLI3/GSC/HOXB8/SLC39A3",19
"GO:0170040","proteinogenic amino acid catabolic process","17/1319","74/14562",0.22972972972973,2.53625801692519,4.18119683183126,0.000263228470151933,0.0261865258230488,0.0254407487466753,"HGD/IVD/MCCC2/HPD/SDSL/BCAT2/ALDH4A1/PRODH/FAH/PAH/AMT/GLS2/GSTZ1/GLUL/QDPR/AFMID/DDO",17
"GO:0051047","positive regulation of secretion","44/1319","283/14562",0.15547703180212,1.71649472107845,3.84133448539324,0.000267723918855547,0.0261865258230488,0.0254407487466753,"ABCC8/XBP1/SYT1/TRPM4/GATA2/BAIAP3/SLC4A8/ITPR1/RPH3AL/RAB27B/APBB3/SYBU/DOC2A/SYTL4/MYB/C1QTNF3/KISS1R/MYRIP/RAB3A/SIRT3/GPER1/ANG/SYT7/ADORA2A/GIPR/UCN/TGFB3/PTGES/ABAT/PLA2G6/SIRT6/CAPN10/P2RY2/LEP/INHA/CADPS2/SLC30A8/NNAT/CHRNB2/P2RX4/APBB1/SPHK2/PHPT1/C2CD2L",44
"GO:0006790","sulfur compound metabolic process","40/1319","251/14562",0.159362549800797,1.75939154677726,3.82994411983689,0.000298198839311121,0.0278496415999493,0.0270564999502778,"MCCC2/ACOT4/THTPA/ELOVL2/HMGCS2/ACSF2/ABHD14B/SULT1A1/SUOX/HAGH/ACOT2/ELOVL5/SLC19A2/SULT2B1/ENPP1/GSTM3/SULT1A2/GNMT/GGTLC2/GSTM2/ACOT1/CHST8/GSTZ1/GSTM4/CROT/ACSM5/GSTM5/PPCDC/FASN/MICAL2/STAT5A/ARSG/HSD17B4/TST/ACOT6/PDK4/ACSS2/MRI1/MTHFR/PDK2",40
"GO:0042886","amide transport","44/1319","289/14562",0.152249134948097,1.68085815247474,3.68954438848812,0.000426087860475221,0.0371406585047567,0.0360829140791911,"ABCC8/KCNJ11/CPLX1/TRPM4/TFAP2B/BAIAP3/ITPR1/RPH3AL/RAPGEF3/SYBU/SYTL4/MYRIP/SLC19A2/RAB3A/SIRT3/GPER1/SYT7/MIDN/ADCY5/GIPR/UCN/ADRA2C/ABAT/PCLO/CERT1/PLA2G6/SIRT6/CAPN10/UCP2/LEP/NHERF1/SLC30A8/TOR2A/NNAT/NDUFAF2/GLTPD2/ADRA2A/SLC8B1/CLN3/ABCA2/PHPT1/ABCA12/PER2/C2CD2L",44
"GO:0006836","neurotransmitter transport","32/1319","194/14562",0.164948453608247,1.82106094120038,3.63331379032143,0.000630856827880036,0.0497855430768698,0.0483676796683205,"ABCC8/SYT9/CPLX1/GRM4/SYT1/GRIK5/BAIAP3/SLC4A8/SLC22A4/RIMS4/RPH3AL/DOC2A/TSPOAP1/SNCG/RAB3A/GPER1/SYT7/ADORA2A/LIN7A/MYOF/SLC17A7/PCLO/ICA1/PRRT2/SLC29A3/VAMP2/CADPS2/SNAP23/ATP1A2/PIP5K1C/PPFIA2/PER2",32
